pos1,pos2,pos3,pos4,pos5,pos6,vel1,vel2,vel3,vel4,vel5,vel6,acc1,acc2,acc3,acc4,acc5,acc6,acc_filt1,acc_filt2,acc_filt3,acc_filt4,acc_filt5,acc_filt6,torque1,torque2,torque3,torque4,torque5,torque6
-4.76837158203125e-07,-1.5707966089248657,4.76837158203125e-07,-1.570797085762024,0.0,0.0,-4.76837158203125e-05,0.0,4.76837158203125e-05,-7.152557373046875e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005722792401688479,0.0001686366958399901,-0.0005370711853263938,0.0007869739154346121,9.091154704931868e-05,-0.0005542922447831747,0.0010892926948145032,-0.008011995814740658,-0.00386098213493824,-0.00033828828600235283,0.00015460926806554198,1.9547214833437465e-06
-1.9073486328125e-06,-1.5707968473434448,2.384185791015625e-06,-1.5708004236221313,-4.76837158203125e-07,0.0,-0.0001430511474609375,-2.384185791015625e-05,0.00019073486328125,-0.0003337860107421875,-4.76837158203125e-05,0.0,-0.011920929221531656,0.0,0.019073486754450652,-0.03218650889813547,-0.007152557532918994,0.038146973508901304,-0.00815248050316864,0.0006614834889113856,0.011187913658655691,-0.01859448100262015,-0.0036595273172664385,0.010891340294598121,0.0033803358674049377,-0.023616690188646317,-0.011463524773716927,-0.0011479596141725779,0.0004898241022601724,-1.1992356121481862e-06
-4.76837158203125e-06,-1.5707968473434448,6.67572021484375e-06,-1.5708075761795044,-1.9073486328125e-06,7.62939453125e-06,-0.000286102294921875,0.0,0.0004291534423828125,-0.0007152557373046875,-0.0001430511474609375,0.000762939453125,-0.0190734849780939,-0.0023841856222617374,0.028610227467140845,-0.04649161963410388,-0.00953674248904695,0.0381469699561878,-0.01675641319710912,0.0011652961443545952,0.02271931115272435,-0.03767403787573419,-0.007358324958341905,0.02214481784666938,0.006725487299263477,-0.04730812460184097,-0.022649556398391724,-0.0023535697255283594,0.0009709207806736231,-8.01972328190459e-06
-1.0013580322265625e-05,-1.5707975625991821,1.430511474609375e-05,-1.5708202123641968,-4.291534423828125e-06,1.52587890625e-05,-0.0005245208740234375,-7.152557373046875e-05,0.000762939453125,-0.0012636184692382812,-0.0002384185791015625,0.000762939453125,-0.028610230131675976,0.0,0.038146973508901304,-0.06198883195196461,-0.011920929221531656,0.038146973508901304,-0.025197569668712227,0.0017018416746962806,0.03394714226941361,-0.05631967135606584,-0.01097950541933533,0.03311719393759381,0.009568538516759872,-0.06585125625133514,-0.03139963746070862,-0.0033092990051954985,0.0013757667038589716,-1.846335180744063e-05
-1.8596649169921875e-05,-1.5707975625991821,2.6226043701171875e-05,-1.570839762687683,-8.106231689453125e-06,3.0517578125e-05,-0.000858306884765625,0.0,0.0011920928955078125,-0.0019550323486328125,-0.0003814697265625,0.00152587890625,-0.0345706947424418,0.0,0.047683716886126624,-0.07748603993995577,-0.014305115065837988,0.038146973508901304,-0.03345431357778815,0.0022837672461807025,0.044792969899171746,-0.07444793623278148,-0.014505256391566064,0.043759613255368986,0.013101896271109581,-0.09102277457714081,-0.04320430010557175,-0.004610070493072271,0.0019055677112191916,-3.4449854865670204e-05
-3.075599670410156e-05,-1.5707982778549194,4.3392181396484375e-05,-1.570867896080017,-1.33514404296875e-05,4.57763671875e-05,-0.0012159347534179688,-7.152557373046875e-05,0.00171661376953125,-0.0028133392333984375,-0.0005245208740234375,0.00152587890625,-0.040531159353207634,-0.0023841858443063315,0.05722046026335195,-0.09536743377225325,-0.017881393832297487,0.038146973508901304,-0.04152438485841026,0.00291268652531371,0.055211727094247445,-0.09202449615572188,-0.01792579964883604,0.054058614515546756,0.0156642384827137,-0.1069909930229187,-0.05070215463638306,-0.005464429501444101,0.00229859771206975,-5.241382314125076e-05
-4.744529724121094e-05,-1.5707987546920776,6.67572021484375e-05,-1.5709065198898315,-2.0742416381835938e-05,6.866455078125e-05,-0.0016689300537109375,-4.76837158203125e-05,0.0023365020751953125,-0.0038623809814453125,-0.0007390975952148438,0.002288818359375,-0.04887580070445228,0.005960463500542961,0.06437300580586398,-0.1072883430097733,-0.02145766860195466,0.0762939328069499,-0.049421809420380595,0.003579714033953799,0.06518920715920073,-0.10905846664918377,-0.021238164271725115,0.06402610828818524,0.018562551587820053,-0.12648403644561768,-0.059826694428920746,-0.006496494635939598,0.0027565862983465195,-7.589928281959146e-05
-6.937980651855469e-05,-1.5707982778549194,9.679794311523438e-05,-1.5709561109542847,-3.0279159545898438e-05,9.918212890625e-05,-0.002193450927734375,4.76837158203125e-05,0.0030040740966796875,-0.0049591064453125,-0.00095367431640625,0.0030517578125,-0.056028356905103834,0.008344648900760145,0.07271765470662413,-0.1215934554110764,-0.025033946702280437,0.0762939328069499,-0.05717267430848039,0.004268434570353629,0.07473659766115001,-0.12559284599753814,-0.024444519085338717,0.07369055459818281,0.02188587188720703,-0.1482067108154297,-0.06975921243429184,-0.007678479887545109,0.003282255493104458,-0.0001005363737931475
-9.72747802734375e-05,-1.570797085762024,0.0001347064971923828,-1.5710190534591675,-4.267692565917969e-05,0.0001373291015625,-0.0027894973754882812,0.00011920928955078125,0.0037908554077148438,-0.00629425048828125,-0.001239776611328125,0.003814697265625,-0.06437302978668238,0.0071525588651869315,0.08344652009384754,-0.140666991015343,-0.027418142316549904,0.0762939612286606,-0.06481083686947718,0.004959318522818266,0.08388359634203388,-0.14169330929550364,-0.027550337232946174,0.08309071998693945,0.026939190924167633,-0.18421697616577148,-0.0860060453414917,-0.009521307423710823,0.004046325571835041,-0.00013176562788430601
-0.00013208389282226562,-1.5707951784133911,0.00018143653869628906,-1.5710967779159546,-5.7697296142578125e-05,0.00018310546875,-0.0034809112548828125,0.00019073486328125,0.004673004150390625,-0.0077724456787109375,-0.0015020370483398438,0.00457763671875,-0.07152558865186931,-0.0035762794325934657,0.09179117210323229,-0.15616420188991467,-0.027418142316549904,0.0762939612286606,-0.07237420770995563,0.005633855401628117,0.09267150233584896,-0.1574374568644449,-0.03056242864303843,0.09227006081151284,0.030558038502931595,-0.20666202902793884,-0.09607395529747009,-0.010780774056911469,0.004621835425496101,-0.00016924623923841864
